sensor_id,timestamp,ubicacion,temperatura_c,humedad_pct,velocidad_viento_ms,presion_hpa,seeing_arcsec,transparencia
SENS-001,2024-03-03T17:45:00,Norte,17.02,17.2,6.53,743.44,0.725,0.908
SENS-002,2024-03-04T11:55:00,Sur,17.45,18.9,6.7,746.83,0.57,0.764
SENS-004,2024-03-07T15:50:00,Oeste,17.06,14.9,4.59,747.44,0.486,0.683
SENS-004,2024-03-03T19:20:00,Oeste,16.79,10.0,4.6,748.3,0.523,0.724
SENS-002,2024-03-04T12:45:00,Sur,14.73,4.5,4.81,746.41,0.718,0.978
SENS-002,2024-03-04T03:15:00,Sur,12.9,17.4,6.78,744.04,0.387,0.694
SENS-004,2024-03-07T00:45:00,Oeste,18.53,6.3,7.41,739.8,0.264,0.912
SENS-001,2024-03-04T23:45:00,Norte,16.68,14.6,5.94,744.62,0.48,0.987
SENS-004,2024-03-05T17:20:00,Oeste,18.52,18.0,4.54,743.51,1.001,0.902
SENS-003,2024-03-01T11:25:00,Este,17.63,4.0,1.76,742.8,0.6,0.911
SENS-005,2024-03-07T01:50:00,Centro,15.5,11.9,4.6,744.98,0.683,0.921
SENS-002,2024-03-02T04:40:00,Sur,14.42,17.5,5.79,748.95,0.767,0.677
SENS-002,2024-03-04T23:45:00,Sur,18.65,12.6,2.49,746.32,0.734,0.861
SENS-005,2024-03-02T06:50:00,Centro,19.51,13.0,3.21,742.8,0.542,0.727
SENS-004,2024-03-01T14:40:00,Oeste,15.28,9.7,5.1,743.91,0.128,0.95
SENS-001,2024-03-05T22:10:00,Norte,14.63,5.5,6.23,748.29,0.919,0.913
SENS-005,2024-03-06T03:45:00,Centro,14.52,17.4,5.3,746.68,0.412,0.999
SENS-004,2024-03-06T18:00:00,Oeste,16.54,6.3,1.25,740.2,0.399,0.802
SENS-001,2024-03-06T07:30:00,Norte,18.19,18.9,5.74,745.0,0.472,0.781
SENS-001,2024-03-03T02:25:00,Norte,13.57,5.0,1.76,744.47,0.88,0.786
,2024-03-04T17:35:00,Oeste,17.45,17.0,4.59,744.8,0.624,0.95
SENS-004,2024-03-07T17:20:00,Oeste,17.94,13.0,3.93,743.01,0.358,0.801
SENS-001,2024-03-04T20:40:00,Norte,15.97,9.1,3.0,745.22,0.883,0.84
SENS-004,2024-03-03T03:30:00,Oeste,13.97,15.2,7.17,750.03,0.41,0.759
SENS-001,2024-03-04T10:45:00,Norte,15.68,7.3,3.91,743.45,0.856,0.717
SENS-005,2024-03-07T18:30:00,Centro,14.1,5.2,2.49,741.28,0.278,0.867
SENS-001,2024-03-06T09:50:00,Norte,17.77,5.8,5.61,747.4,0.845,0.681
SENS-004,2024-03-05T01:50:00,Oeste,16.09,15.0,7.43,744.87,0.48,0.978
SENS-005,2024-03-03T22:30:00,Centro,15.18,4.7,5.93,745.41,0.501,0.762
SENS-002,2024-03-06T01:15:00,Sur,17.73,11.5,3.59,744.91,1.061,0.695
SENS-001,2024-03-06T18:20:00,Norte,18.29,14.3,7.27,740.86,1.106,0.875
SENS-004,2024-03-02T22:40:00,Oeste,15.78,14.9,10.8,744.87,0.29,0.759
SENS-004,2024-03-04T16:35:00,Oeste,15.0,9.1,7.66,740.69,0.369,0.944
SENS-003,2024-03-04T22:35:00,Este,14.38,11.7,5.18,743.92,1.126,0.679
SENS-005,2024-03-04T11:05:00,Centro,16.71,15.2,3.52,1012.12,0.871,0.969
SENS-004,2024-03-07T16:15:00,Oeste,16.19,3.1,2.43,744.17,0.779,0.833
SENS-004,2024-03-07T11:30:00,Oeste,16.79,17.5,9.1,749.83,0.907,0.925
SENS-003,2024-03-03T04:30:00,Este,16.1,18.0,3.04,742.85,0.516,0.689
SENS-005,2024-03-01T11:35:00,Centro,13.55,5.7,4.83,742.02,0.452,0.695
SENS-005,2024-03-06T01:00:00,Centro,16.92,17.9,4.66,742.11,0.392,0.664
SENS-003,2024-03-07T14:15:00,Este,19.23,17.9,7.96,747.57,0.43,0.859
SENS-003,2024-03-07T08:10:00,Este,18.3,10.5,3.79,742.45,0.367,0.844
SENS-002,2024-03-06T15:00:00,Sur,15.57,17.1,1.03,743.35,0.575,0.969
SENS-004,2024-03-07T07:25:00,Oeste,17.7,13.7,4.68,752.87,0.926,0.962
SENS-003,2024-03-02T05:55:00,Este,16.25,4.5,6.68,744.42,0.513,0.663
SENS-003,2024-03-07T13:05:00,Este,-999.0,4.7,5.05,746.85,0.963,0.947
SENS-003,2024-03-02T16:00:00,Este,16.0,13.6,6.36,745.06,0.763,0.716
SENS-003,2024-03-04T12:20:00,Este,15.76,14.4,2.78,744.45,0.618,0.711
SENS-002,2024-03-02T07:25:00,Sur,15.34,15.5,6.28,743.65,1.048,0.974
SENS-005,2024-03-07T06:30:00,Centro,16.39,17.1,4.08,744.81,0.401,0.884
SENS-005,2024-03-04T05:25:00,Centro,15.83,16.9,6.6,750.17,0.501,0.928
SENS-001,2024-03-01T22:15:00,Norte,15.01,9.0,6.23,745.69,1.004,0.652
SENS-003,2024-03-03T16:10:00,Este,17.94,5.3,6.24,742.28,-1.951,0.687
SENS-004,2024-03-07T10:40:00,Oeste,16.85,16.4,5.32,747.85,0.665,0.846
SENS-003,2024-03-03T20:50:00,Este,14.59,9.6,3.48,741.74,0.641,0.788
SENS-004,2024-03-03T01:55:00,Oeste,17.61,5.6,6.39,743.75,0.433,0.726
SENS-005,2024-03-05T17:55:00,Centro,16.14,18.2,7.28,744.09,0.933,0.689
SENS-001,2024-03-04T08:25:00,Norte,16.51,10.4,2.16,746.61,0.841,0.799
SENS-001,2024-03-01T21:00:00,Norte,16.85,5.6,3.72,745.22,1.071,0.888
SENS-004,2024-03-02T17:25:00,Oeste,17.46,11.4,6.0,747.37,0.453,0.653
SENS-002,2024-03-04T22:00:00,Sur,19.43,9.5,5.12,747.46,0.53,0.662
SENS-001,2024-03-01T04:10:00,Norte,14.64,9.4,5.57,745.15,1.227,0.95
SENS-004,2024-03-06T01:20:00,Oeste,17.05,3.4,3.52,745.04,0.215,0.89
SENS-001,2024-03-04T00:40:00,Norte,15.96,11.7,6.31,750.85,0.581,0.981
SENS-001,2024-03-06T05:05:00,Norte,16.69,11.1,5.65,746.11,0.686,0.939
SENS-004,2024-03-07T06:45:00,Oeste,16.46,16.9,1.53,751.16,0.304,0.973
SENS-004,2024-03-01T19:30:00,Oeste,19.1,15.8,3.6,746.04,0.555,0.81
SENS-002,2024-03-07T04:45:00,Sur,13.9,11.6,3.11,744.23,0.394,0.714
SENS-005,2024-03-06T07:55:00,Centro,17.05,3.4,2.15,745.39,1.064,0.981
SENS-001,2024-03-07T04:35:00,Norte,13.51,7.8,4.48,740.5,0.543,0.732
SENS-004,2024-03-04T10:50:00,Oeste,15.59,4.8,8.26,748.26,0.941,0.741
SENS-001,2024-03-01T20:40:00,Norte,18.59,4.7,4.97,742.02,0.63,0.764
SENS-004,2024-03-04T03:45:00,Oeste,14.84,8.5,3.05,744.2,0.577,0.905
SENS-005,2024-03-07T00:05:00,Centro,18.1,6.8,7.14,745.92,0.845,0.989
SENS-005,2024-03-01T22:25:00,Centro,16.13,16.5,8.39,742.94,0.665,0.785
SENS-003,2024-03-01T13:45:00,Este,17.95,17.1,7.32,745.74,0.473,0.743
SENS-001,2024-03-04T08:55:00,Norte,17.16,4.2,6.84,1015.23,0.437,0.756
SENS-002,2024-03-01T03:00:00,Sur,15.58,18.9,6.58,744.01,0.705,0.731
SENS-002,2024-03-05T15:10:00,Sur,17.01,17.3,6.78,743.1,0.643,0.699
SENS-001,2024-03-07T17:45:00,Norte,15.78,16.7,4.51,745.83,0.338,0.739
SENS-002,2024-03-01T13:05:00,Sur,18.82,13.2,4.04,744.58,0.816,0.762
SENS-002,2024-03-04T07:40:00,Sur,14.57,12.5,5.72,751.13,0.369,0.843
SENS-005,2024-03-06T23:55:00,Centro,13.78,14.5,6.16,747.31,0.892,0.718
SENS-003,2024-03-03T02:05:00,Este,13.22,9.7,6.16,744.27,0.708,0.802
SENS-005,2024-03-07T16:50:00,Centro,15.11,8.7,7.66,747.74,0.671,0.721
SENS-001,2024-03-02T13:15:00,Norte,15.98,10.5,7.11,743.27,0.641,0.822
SENS-002,2024-03-04T19:10:00,Sur,14.76,7.8,6.15,744.66,0.836,0.855
SENS-003,2024-03-04T22:50:00,Este,16.71,19.7,4.34,741.92,0.98,0.701
SENS-005,2024-03-06T05:40:00,Centro,14.7,15.9,5.39,740.66,0.721,0.723
SENS-002,2024-03-02T16:25:00,Sur,14.66,11.6,7.03,746.85,0.886,0.692
SENS-002,2024-03-07T12:55:00,Sur,16.62,12.0,6.21,746.63,0.513,0.952
SENS-002,2024-03-04T22:55:00,Sur,16.8,11.3,4.85,744.95,0.326,0.794
SENS-005,2024-03-01T14:55:00,Centro,17.98,20.0,3.16,745.88,0.875,0.979
SENS-001,2024-03-02T14:25:00,Norte,18.09,6.5,4.81,738.29,0.705,0.656
SENS-004,2024-03-02T07:40:00,Oeste,17.73,8.5,4.65,749.38,0.662,0.723
SENS-005,2024-03-04T17:25:00,Centro,18.34,9.3,7.16,744.43,0.782,0.689
SENS-002,2024-03-02T23:00:00,Sur,15.79,6.3,6.79,748.82,0.783,0.762
SENS-004,2024-03-01T16:10:00,Oeste,14.06,18.6,7.61,738.16,0.603,0.667
SENS-001,2024-03-02T07:20:00,Norte,16.59,19.3,4.35,737.92,0.644,0.81
SENS-001,2024-03-02T10:10:00,Norte,17.82,5.6,7.8,745.27,0.903,0.749
SENS-001,2024-03-07T08:45:00,Norte,15.66,19.3,6.5,747.5,0.74,0.839
SENS-002,2024-03-07T12:35:00,Sur,19.55,7.7,6.35,749.23,0.777,0.943
SENS-002,2024-03-01T12:40:00,Sur,17.86,3.9,7.0,744.4,0.727,0.844
SENS-002,2024-03-07T10:55:00,Sur,15.2,4.9,6.43,748.18,0.93,0.778
SENS-004,2024-03-03T20:55:00,Oeste,16.89,11.4,6.97,744.38,0.277,0.973
SENS-002,2027-09-11T08:13:00,Sur,16.62,4.3,7.19,744.14,0.771,0.658
SENS-004,2024-03-07T06:50:00,Oeste,16.5,15.4,4.17,743.51,0.286,0.788
SENS-005,2024-03-02T23:50:00,Centro,18.14,16.0,6.87,742.04,0.584,0.855
SENS-001,2024-03-01T22:50:00,Norte,16.54,16.3,4.35,747.37,0.811,0.831
SENS-002,2024-03-06T20:30:00,Sur,19.65,16.1,5.28,749.05,0.373,0.902
SENS-004,2024-03-06T10:25:00,Oeste,17.29,14.4,2.25,741.76,0.18,0.824
SENS-005,2027-09-23T09:39:00,Centro,17.9,7.5,5.41,744.65,0.896,0.686
SENS-002,2024-03-04T05:10:00,Sur,15.45,19.8,7.46,742.58,0.807,0.792
SENS-004,2024-03-04T14:00:00,Oeste,17.61,3.2,3.3,745.44,0.15,0.767
SENS-004,2024-03-04T09:55:00,Oeste,17.16,18.1,5.07,742.6,0.94,0.748
SENS-002,2024-03-03T08:05:00,Sur,18.03,9.4,7.29,743.92,0.277,0.692
SENS-004,2024-03-01T07:50:00,Oeste,16.96,8.8,5.97,744.31,0.128,0.741
SENS-002,2024-03-07T00:00:00,Sur,17.45,14.0,3.93,747.74,1.054,2.74
SENS-002,2024-03-05T06:55:00,Sur,15.3,9.8,8.66,744.99,1.039,0.904
SENS-003,2024-03-04T13:50:00,Este,17.54,3.1,0.43,746.95,0.539,0.767
SENS-004,2024-03-01T06:45:00,Oeste,15.3,10.9,4.72,743.62,0.75,0.958
SENS-005,2024-03-05T07:10:00,Centro,15.8,5.1,6.39,745.89,0.558,0.845
SENS-005,2024-03-01T10:05:00,Centro,17.97,3.9,3.33,739.37,0.675,0.934
SENS-005,2024-03-03T09:25:00,Centro,16.74,19.5,7.8,746.3,0.412,0.893
SENS-005,2024-03-07T06:50:00,Centro,18.36,14.5,4.93,744.23,0.945,0.93
,2024-03-06T11:30:00,Norte,17.86,6.9,5.26,748.77,0.249,0.914
SENS-001,2024-03-02T18:45:00,Norte,15.54,3.0,3.44,745.74,0.734,0.87
SENS-005,2024-03-06T15:50:00,Centro,17.11,19.5,1.57,741.15,0.849,0.81
SENS-005,2024-03-04T23:20:00,Centro,16.32,9.0,6.17,741.73,0.908,0.779
SENS-005,2024-03-01T02:00:00,Centro,13.4,14.1,5.5,744.2,0.609,0.678
SENS-001,2024-03-04T04:45:00,Norte,15.24,19.2,2.35,1011.79,0.165,0.9
SENS-005,2024-03-03T01:05:00,Centro,17.49,12.4,5.01,744.69,0.294,0.832
SENS-005,2024-03-02T19:25:00,Centro,19.96,6.9,4.29,747.43,0.776,0.746
,2024-03-05T02:35:00,Norte,13.37,14.3,5.42,743.88,0.803,0.822
SENS-004,2024-03-05T04:15:00,Oeste,15.24,17.4,2.92,745.74,0.472,0.927
SENS-001,2024-03-02T15:30:00,Norte,15.53,8.3,3.93,743.1,0.468,0.799
SENS-003,2024-03-02T15:30:00,Este,15.11,19.1,6.25,743.37,0.71,0.715
SENS-005,2024-03-01T12:45:00,Centro,16.55,19.8,7.04,744.96,0.634,0.829
SENS-003,2024-03-04T21:20:00,Este,17.81,8.6,5.23,747.46,1.079,0.702
SENS-005,2024-03-03T07:55:00,Centro,17.63,13.3,3.88,741.72,0.841,0.684
SENS-004,2024-03-04T17:10:00,Oeste,14.5,14.1,6.21,747.2,0.573,0.845
SENS-002,2024-03-03T03:35:00,Sur,13.37,13.3,4.12,742.5,1.149,0.82
SENS-003,2024-03-06T17:40:00,Este,15.57,6.8,4.67,742.56,0.768,0.923
SENS-001,2024-03-02T16:00:00,Norte,17.32,3.7,2.01,741.91,0.931,0.964
SENS-003,2024-03-03T11:20:00,Este,15.67,14.5,9.05,742.5,0.654,0.929
SENS-004,2024-03-01T18:50:00,Oeste,17.27,19.6,5.42,743.95,0.574,0.857
SENS-005,2024-03-05T10:40:00,Centro,17.51,16.0,2.64,744.52,0.661,0.809
SENS-002,2024-03-04T22:15:00,Sur,17.58,12.8,2.86,750.02,0.924,0.826
SENS-003,2024-03-01T14:30:00,Este,18.8,7.8,4.56,748.01,0.806,0.865
,2024-03-01T21:35:00,Oeste,14.47,5.3,6.85,742.25,0.493,0.658
SENS-004,2024-03-06T15:00:00,Oeste,16.87,18.5,6.24,748.04,0.973,0.771
SENS-001,2024-03-06T04:00:00,Norte,15.4,4.8,8.79,743.93,0.842,0.99
SENS-003,2024-03-06T05:35:00,Este,17.31,7.6,0.01,743.33,0.52,0.691
SENS-002,2024-03-04T13:05:00,Sur,16.16,13.2,2.99,741.45,0.619,0.699
SENS-004,2024-03-04T01:15:00,Oeste,16.68,10.4,4.25,746.91,0.449,0.785
SENS-004,2024-03-06T18:35:00,Oeste,15.88,6.0,8.84,748.67,0.631,0.862
SENS-003,2024-03-07T11:30:00,Este,19.66,8.2,4.93,747.14,1.086,0.804
SENS-005,2024-03-02T21:20:00,Centro,18.66,10.6,7.15,741.85,0.466,0.798
SENS-002,2024-03-04T07:45:00,Sur,16.89,17.4,6.46,743.4,0.176,2.96
SENS-005,2024-03-07T02:25:00,Centro,12.55,10.1,4.74,745.77,1.126,0.869
SENS-005,2024-03-01T08:20:00,Centro,16.73,18.5,6.3,748.21,0.512,0.796
SENS-003,2024-03-03T20:15:00,Este,17.53,14.1,3.62,743.31,0.539,0.977
SENS-001,2024-03-06T05:40:00,Norte,15.26,15.4,6.37,742.14,0.523,0.805
SENS-005,2024-03-02T04:25:00,Centro,14.71,15.7,5.49,748.44,0.777,0.874
SENS-001,2024-03-07T14:05:00,Norte,16.26,17.6,2.09,743.69,0.455,0.806
SENS-003,2024-03-05T17:45:00,Este,16.95,18.1,1.99,738.57,0.526,0.883
SENS-004,2024-03-05T11:10:00,Oeste,15.14,4.8,6.0,744.76,0.78,0.877
SENS-001,2024-03-07T05:30:00,Norte,15.98,16.8,5.74,745.65,0.949,0.757
SENS-001,2024-03-04T13:00:00,Norte,15.37,11.8,4.58,743.56,0.456,0.792
SENS-001,2024-03-03T10:45:00,Norte,17.68,12.3,3.75,743.36,0.407,0.912
SENS-002,2024-03-01T20:45:00,Sur,17.62,10.8,4.55,746.03,0.558,0.796
SENS-003,2024-03-07T00:40:00,Este,17.01,7.2,3.35,743.96,0.506,0.738
SENS-001,2024-03-06T19:05:00,Norte,13.56,16.5,6.31,745.74,0.686,0.655
SENS-005,2024-03-03T12:20:00,Centro,17.56,18.6,9.85,750.35,0.501,0.791
SENS-001,2024-03-04T03:40:00,Norte,15.04,15.8,3.59,744.96,0.19,0.765
SENS-003,2024-03-01T17:55:00,Este,16.07,7.2,3.09,743.12,0.405,0.713
SENS-003,2024-03-02T22:50:00,Este,16.03,3.4,6.51,744.72,0.264,0.91
SENS-003,2024-03-03T17:35:00,Este,15.78,5.8,0.62,748.75,0.462,0.726
SENS-002,2024-03-01T09:10:00,Sur,19.61,6.3,5.52,742.21,0.871,0.941
SENS-005,2024-03-03T20:10:00,Centro,21.12,13.5,6.39,746.68,0.911,0.866
SENS-001,2024-03-03T01:30:00,Norte,15.07,5.3,7.69,742.71,0.722,0.852
SENS-003,2024-03-01T05:20:00,Este,17.56,9.7,5.85,748.51,1.056,0.695
SENS-001,2024-03-02T12:40:00,Norte,14.86,15.1,6.75,745.9,0.782,0.655
SENS-004,2024-03-05T08:20:00,Oeste,16.23,17.9,6.35,742.34,0.148,0.99
SENS-003,2024-03-03T09:25:00,Este,17.07,18.9,5.93,745.0,0.291,0.998
SENS-001,2024-03-05T21:20:00,Norte,17.68,17.8,4.74,740.26,0.797,0.753
SENS-001,2024-03-01T00:50:00,Norte,15.54,17.7,4.65,741.23,0.915,0.672
SENS-005,2024-03-01T02:50:00,Centro,17.16,16.6,5.25,746.75,0.545,0.874
SENS-001,2024-03-05T07:55:00,Norte,20.8,18.6,5.5,745.24,0.492,0.949
SENS-004,2024-03-07T16:25:00,Oeste,17.02,3.8,3.2,743.74,0.513,0.818
SENS-005,2024-03-06T12:30:00,Centro,13.9,13.0,2.82,741.52,0.502,0.87
SENS-001,2024-03-01T07:45:00,Norte,15.24,7.8,4.9,748.49,0.313,0.85
SENS-005,2024-03-02T13:25:00,Centro,15.83,7.6,8.47,739.38,1.316,0.772
SENS-005,2024-03-07T18:25:00,Centro,20.36,5.7,9.42,744.36,0.572,0.857
SENS-003,2024-03-02T16:30:00,Este,-999.0,18.7,3.62,744.56,0.432,0.972
SENS-004,2024-03-03T00:05:00,Oeste,17.12,5.5,5.28,740.34,0.862,0.786
SENS-003,2024-03-04T06:10:00,Este,15.64,15.1,5.75,747.78,0.549,0.98
SENS-002,2024-03-06T15:25:00,Sur,-999.0,16.7,4.16,753.52,0.563,0.894
SENS-001,2024-03-02T00:20:00,Norte,15.83,5.8,3.62,747.9,0.448,0.832
SENS-005,2024-03-01T08:30:00,Centro,16.44,16.0,5.58,747.45,0.221,0.912
SENS-005,2024-03-03T04:15:00,Centro,14.94,4.4,6.35,743.13,1.329,0.902
SENS-004,2024-03-04T01:00:00,Oeste,14.91,4.2,5.07,746.18,0.16,0.878
SENS-003,2024-03-07T02:20:00,Este,12.39,6.5,5.45,745.95,0.782,0.771
SENS-004,2024-03-02T08:05:00,Oeste,17.94,5.7,5.17,747.48,0.93,0.994
SENS-003,2024-03-04T08:05:00,Este,-999.0,6.9,6.04,750.22,0.398,0.97
SENS-005,2024-03-05T14:05:00,Centro,15.48,3.8,5.36,744.71,0.522,0.953
SENS-004,2024-03-07T04:55:00,Oeste,13.33,19.7,4.91,745.92,0.983,0.896
SENS-004,2024-03-04T22:40:00,Oeste,15.87,16.0,4.06,743.81,0.593,0.902
SENS-004,2024-03-06T12:40:00,Oeste,17.35,18.0,8.29,749.6,0.52,0.813
SENS-002,2024-03-01T08:10:00,Sur,16.52,5.2,3.12,752.24,0.67,0.768
SENS-005,2024-03-06T05:20:00,Centro,14.52,14.5,6.13,747.3,0.181,0.949
SENS-004,2024-03-07T03:20:00,Oeste,13.63,6.4,7.44,743.17,0.97,0.849
SENS-004,2024-03-06T23:40:00,Oeste,17.88,10.8,5.27,744.91,0.655,0.866
SENS-004,2024-03-04T13:00:00,Oeste,15.32,14.9,7.61,743.64,0.688,0.759
SENS-005,2024-03-02T14:30:00,Centro,-999.0,9.9,3.3,749.23,0.68,0.958
SENS-004,2024-03-02T01:40:00,Oeste,13.34,8.7,7.59,749.1,1.142,2.413
SENS-002,2024-03-06T22:30:00,Sur,15.17,8.8,6.67,750.64,0.694,0.84
SENS-005,2024-03-01T07:45:00,Centro,15.21,9.7,6.5,749.94,0.673,0.91
SENS-002,2024-03-03T10:05:00,Sur,19.06,19.2,4.44,744.9,0.704,0.983
SENS-003,2024-03-01T19:10:00,Este,18.19,19.1,4.98,742.94,0.999,0.937
SENS-005,2024-03-01T17:50:00,Centro,20.31,5.7,5.08,745.15,0.451,0.842
SENS-002,2024-03-06T03:25:00,Sur,14.35,15.1,1.91,744.49,0.699,0.89
SENS-002,2024-03-07T13:10:00,Sur,19.43,4.0,4.24,744.59,0.499,0.718
SENS-003,2024-03-01T19:50:00,Este,16.17,13.8,3.88,744.1,0.395,0.943
SENS-005,2024-03-06T06:35:00,Centro,17.73,6.1,5.24,745.68,0.523,0.743
SENS-005,2024-03-05T20:20:00,Centro,14.21,13.4,1.38,741.64,0.483,0.733
SENS-001,2024-03-06T01:05:00,Norte,16.3,3.8,7.16,744.49,0.684,0.999
SENS-004,2024-03-04T14:25:00,Oeste,16.77,9.3,5.9,744.28,0.718,0.663
SENS-001,2024-03-03T21:45:00,Norte,14.71,10.9,5.23,745.7,0.597,0.767
SENS-003,2024-03-07T06:10:00,Este,15.36,10.4,1.31,747.13,0.382,0.816
SENS-002,2024-03-06T17:35:00,Sur,17.75,10.4,6.59,741.96,0.528,0.987
SENS-002,2024-03-04T13:30:00,Sur,14.41,10.5,6.25,743.4,0.547,0.763
SENS-004,2024-03-03T05:05:00,Oeste,15.92,4.2,3.54,742.6,0.936,0.813
SENS-005,2024-03-02T07:05:00,Centro,16.23,11.4,2.36,743.46,0.744,0.85
SENS-002,2024-03-05T11:00:00,Sur,17.81,12.0,0.95,745.18,0.973,0.731
SENS-004,2024-03-05T05:05:00,Oeste,14.86,19.2,1.64,749.42,0.795,0.681
SENS-002,2024-03-03T07:20:00,Sur,17.27,7.4,6.66,744.61,0.862,0.935
SENS-004,2024-03-06T21:50:00,Oeste,16.77,3.1,8.99,747.54,0.772,0.855
SENS-003,2024-03-01T03:55:00,Este,16.13,7.2,2.7,736.4,0.348,0.809
SENS-004,2024-03-03T19:35:00,Oeste,16.49,19.7,5.01,742.67,0.402,0.819
SENS-002,2024-03-07T17:10:00,Sur,14.7,16.5,8.45,742.74,0.503,0.84
SENS-005,2024-03-06T03:40:00,Centro,15.75,4.7,9.36,743.49,0.982,0.932
SENS-001,2024-03-06T08:35:00,Norte,15.13,8.8,2.85,744.0,0.681,0.975
SENS-005,2024-03-05T00:15:00,Centro,17.66,7.9,5.99,745.15,0.286,0.726
SENS-005,2024-03-03T07:20:00,Centro,17.67,17.8,2.23,739.25,0.706,0.878
SENS-003,2024-03-01T21:00:00,Este,13.47,10.0,5.17,742.23,0.48,0.866
SENS-004,2024-03-03T18:25:00,Oeste,14.97,11.4,4.01,742.54,0.448,0.866
SENS-003,2027-04-26T15:51:00,Este,16.4,8.7,11.6,745.79,1.087,0.977
SENS-001,2024-03-03T10:20:00,Norte,17.25,10.2,5.67,745.74,0.615,0.806
SENS-005,2024-03-06T07:00:00,Centro,19.04,15.4,6.14,746.65,0.731,0.918
SENS-004,2024-03-04T13:05:00,Oeste,18.01,9.8,5.57,749.16,0.648,2.12
SENS-004,2024-03-07T15:05:00,Oeste,15.11,7.6,6.19,743.65,0.601,0.688
SENS-003,2024-03-02T01:20:00,Este,16.44,13.9,2.39,747.17,0.722,0.765
SENS-003,2024-03-05T10:05:00,Este,17.84,4.5,4.99,741.09,0.926,0.675
SENS-005,2024-03-06T01:40:00,Centro,-999.0,4.8,5.04,743.45,0.45,0.905
SENS-002,2024-03-03T01:20:00,Sur,15.72,8.6,6.23,741.64,0.577,0.807
SENS-004,2024-03-01T14:45:00,Oeste,17.45,3.6,2.7,744.26,0.147,0.676
SENS-003,2024-03-02T21:05:00,Este,17.54,18.5,3.27,742.5,0.815,0.761
SENS-005,2024-03-06T18:20:00,Centro,18.46,10.2,5.03,742.58,1.034,0.782
SENS-002,2024-03-06T14:40:00,Sur,17.73,7.4,1.22,747.62,0.309,0.703
SENS-003,2024-03-06T01:25:00,Este,16.55,10.6,6.76,745.15,0.994,0.692
SENS-004,2024-03-01T01:50:00,Oeste,16.04,8.4,10.39,746.23,0.896,0.916
SENS-005,2024-03-03T11:05:00,Centro,17.08,15.5,6.68,745.45,1.285,0.958
SENS-001,2024-03-07T12:55:00,Norte,14.03,13.3,4.2,746.16,0.351,0.711
,2024-03-07T19:30:00,Oeste,15.95,10.6,3.2,746.2,0.819,0.761
SENS-005,2024-03-05T08:55:00,Centro,16.29,7.1,7.14,749.9,0.579,0.847
SENS-004,2024-03-07T09:25:00,Oeste,16.78,12.7,2.75,744.65,0.96,0.997
SENS-004,2024-03-03T22:35:00,Oeste,16.57,10.4,5.32,744.6,0.338,0.997
SENS-002,2024-03-05T19:35:00,Sur,17.0,8.2,6.44,748.32,1.009,0.859
SENS-004,2024-03-05T05:40:00,Oeste,13.61,14.3,3.67,746.77,0.699,0.895
SENS-002,2024-03-04T08:50:00,Sur,17.42,14.7,5.71,742.31,0.817,0.837
SENS-002,2024-03-01T10:35:00,Sur,16.24,3.5,5.85,742.64,0.409,0.937
SENS-002,2024-03-05T20:05:00,Sur,15.48,18.9,5.66,745.09,0.544,0.68
SENS-002,2024-03-01T12:05:00,Sur,16.61,3.0,5.13,740.98,0.956,0.913
SENS-004,2024-03-06T19:20:00,Oeste,18.59,12.9,5.29,742.84,0.113,0.887
SENS-001,2024-03-03T02:15:00,Norte,16.32,7.3,5.01,745.55,0.395,0.989
SENS-001,2024-03-06T13:15:00,Norte,17.8,16.6,2.06,745.34,0.697,0.856
SENS-004,2024-03-03T15:00:00,Oeste,18.65,7.0,3.62,742.75,0.891,0.857
SENS-001,2024-03-02T08:45:00,Norte,19.84,4.3,5.31,747.1,0.486,0.811
SENS-002,2024-03-07T17:05:00,Sur,19.01,15.8,5.61,741.02,0.411,0.983
SENS-001,2024-03-06T18:30:00,Norte,16.1,9.3,2.99,745.85,0.495,0.668
SENS-002,2024-03-05T00:40:00,Sur,18.99,8.7,6.74,746.27,0.701,0.654
SENS-005,2024-03-04T17:55:00,Centro,17.57,13.6,6.89,744.33,0.754,0.852
SENS-001,2024-03-01T07:55:00,Norte,15.91,5.9,3.49,738.74,0.811,0.994
SENS-003,2024-03-03T22:50:00,Este,17.92,4.8,6.09,741.18,0.577,0.902
SENS-003,2024-03-04T23:55:00,Este,17.94,6.6,5.3,741.44,0.356,0.733
SENS-002,2024-03-06T13:05:00,Sur,17.14,7.8,4.8,748.81,1.028,0.741
SENS-002,2024-03-04T01:30:00,Sur,17.35,16.9,4.24,740.89,0.634,0.854
SENS-002,2024-03-07T04:05:00,Sur,13.43,13.0,4.34,749.27,0.929,0.861
SENS-005,2024-03-02T11:15:00,Centro,15.22,16.1,6.9,747.55,0.852,0.892
SENS-001,2024-03-01T08:55:00,Norte,14.58,5.4,7.7,746.27,0.952,0.837
SENS-002,2024-03-04T08:15:00,Sur,20.15,14.7,4.56,744.7,0.479,0.854
SENS-002,2024-03-07T15:05:00,Sur,19.14,17.7,4.97,744.19,0.951,0.906
SENS-004,2024-03-03T09:05:00,Oeste,15.89,6.9,5.89,741.67,0.865,0.836
SENS-003,2024-03-04T04:45:00,Este,15.62,14.5,6.93,745.0,0.586,0.801
,2024-03-06T13:50:00,Norte,16.57,18.0,2.87,747.93,0.572,0.857
